title,authors,url
[HTML][HTML] Comparative study on cryptocurrency transaction and banking transaction,"N Gowda, C Chakravorty - Global Transitions Proceedings, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2666285X21000923
"Blockchain, Bitcoin, and ICOs: a review and research agenda","R Kher, S Terjesen, C Liu - Small Business Economics, 2021 - Springer",https://link.springer.com/article/10.1007/s11187-019-00286-y
[PDF][PDF] Double and nothing: Understanding and detecting cryptocurrency giveaway scams,"X Li, A Yepuri, N Nikiforakis - … of the Network and Distributed System …, 2023 - par.nsf.gov",https://par.nsf.gov/servlets/purl/10428450
Knowing your bitcoin customer: Money laundering in the bitcoin economy,"J Crawford, Y Guan - 2020 13th international conference on …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9133692/
Anomaly Detection in Blockchain Transactions using Machine Learning with Explainability Analysis,M Hasan - 2024 - 103.109.52.4,http://103.109.52.4/handle/52243/2958
Financial Fraud Detection Based on Deep Learning: Towards Large-Scale Pre-training Transformer Models,"H Wang, J Zheng, IE Carvajal-Roca, L Chen… - China Conference on …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-981-99-7224-1_13
DFraud³: multi-component fraud detection free of cold-start,"S Shehnepoor, R Togneri, W Liu… - IEEE Transactions on …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9435380/
Fraud detection in mobile payment systems using an XGBoost-based framework,"P Hajek, MZ Abedin, U Sivarajah - Information Systems Frontiers, 2023 - Springer",https://link.springer.com/article/10.1007/s10796-022-10346-6
[PDF][PDF] Fraudulent account recognition using supervised learning in Ethereum,"PK Choudhary - PhD diss., 2021 - cse.iitj.ac.in",https://cse.iitj.ac.in/images/pdf/project-reports/MT19CS008_Thesis_Final.pdf
Anti-Laundering Approach for Bitcoin Transactions,"K Alkhatib, S Abualigah - 2023 14th International Conference …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10330498/
[PDF][PDF] Enhancing consumer protection in cryptocurrency transactions: legal strategies and policy recommendations,"NS Uzougbo, CG Ikegwu, AO Adewusi - International Journal of Science …, 2024 - ijsra.net",https://ijsra.net/sites/default/files/IJSRA-2024-0801.pdf
Fraud pattern detection for NFT markets,"A Leppla, J Olmos, J Lamba - SMU Data Science Review, 2022 - scholar.smu.edu",https://scholar.smu.edu/datasciencereview/vol6/iss2/21/
Exploiting Deep Learning Based Classification Model for Detecting Fraudulent Schemes over Ethereum Blockchain,"KS Roy, ME Karim, PB Udas - 2022 4th International …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10103259/
A feature-based robust method for abnormal contracts detection in ethereum blockchain,"A Aljofey, A Rasool, Q Jiang, Q Qu - Electronics, 2022 - mdpi.com",https://www.mdpi.com/2079-9292/11/18/2937
Clustering blockchain data,"SS Chawathe - Clustering Methods for Big Data Analytics: Techniques …, 2019 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-97864-2_3
CEAT: Categorising Ethereum Addresses' Transaction Behaviour with Ensemble Machine Learning Algorithms,"TTN Pragasam, JVJ Thomas, MA Vensuslaus… - Computation, 2023 - mdpi.com",https://www.mdpi.com/2079-3197/11/8/156
Application of Benford's law on cryptocurrencies,"J Vičič, A Tošić - Journal of Theoretical and Applied Electronic …, 2022 - mdpi.com",https://www.mdpi.com/0718-1876/17/1/16
[HTML][HTML] ADOBSVM: Anomaly detection on block chain using support vector machine,"M Rwibasira, R Suchithra - Measurement: Sensors, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2665917422001374
Digital-physical parity for food fraud detection,"SK Lo, X Xu, C Wang, I Weber, P Rimba, Q Lu… - Blockchain–ICBC 2019 …, 2019 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-23404-1_5
Cryptocurrencies and artificial intelligence: Challenges and opportunities,"F Sabry, W Labda, A Erbad, Q Malluhi - IEEE Access, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9200988/
Cryptocurrency and corruption: Auditing with blockchain,"A Kaplan - Auditing Ecosystem and Strategic Accounting in the …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-72628-7_15
"Security threats from bitcoin wallet smartphone applications: Vulnerabilities, attacks, and countermeasures","Y Hu, S Wang, GH Tu, L Xiao, T Xie, X Lei… - Proceedings of the …, 2021 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3422337.3447832
Detection of Spam Transactions in Blockchain by Graph Analysis,"RM Kouame, K Saito, H Inaba - 2022 IEEE 11th Global …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10014194/
Financial cybercrime: A comprehensive survey of deep learning approaches to tackle the evolving financial crime landscape,"J Nicholls, A Kuppa, NA Le-Khac - Ieee Access, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9642993/
Follow the money: Revealing risky nodes in a Ransomware-Bitcoin network,"A Turner, S McCombie, A Uhlmann - 2021 - scholarspace.manoa.hawaii.edu",https://scholarspace.manoa.hawaii.edu/handle/10125/70801
An analysis model for detecting misbehaviors in anonymous cryptocurrency,"S Huang, X Yang, L He, X Hao, W Ren - Computer Standards & Interfaces, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0920548922000411
[PDF][PDF] Revolutionizing cryptocurrency operations: The role of domain-specific large language models (LLMs),"H Qin - International Journal of Computer Trends and …, 2024 - researchgate.net",https://www.researchgate.net/profile/Hao-Qin-52/publication/381995748_Revolutionizing_Cryptocurrency_Operations_The_Role_of_Domain-Specific_Large_Language_Models_LLMs/links/668701320a25e27fbc276b82/Revolutionizing-Cryptocurrency-Operations-The-Role-of-Domain-Specific-Large-Language-Models-LLMs.pdf
Fraud prevention and detection in a blockchain technology environment: challenges posed to forensic accountants,"MT Oladejo, L Jack - International Journal of Economics …, 2020 - inderscienceonline.com",https://www.inderscienceonline.com/doi/abs/10.1504/IJEA.2020.110162
Anti-money laundering supervision by intelligent algorithm,"G Yang, X Liu, B Li - Computers & Security, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167404823002547
[PDF][PDF] Credit card fraud detection by improved SVDD,"A Mniai, K Jebari - Proceedings of the world congress on engineering, 2022 - iaeng.org",http://www.iaeng.org/publication/WCE2022/WCE2022_pp32-37.pdf
[CITATION][C] Implementing Blockchain Technology for Fraud Detection in Financial Management,"D Mohanty, NK VorugantI, C Patel, T Manglani - BioGecko, 2023",/citations?user=XnPzi2EAAAAJ&hl=en&oi=sra
Detecting malicious Ethereum entities via application of machine learning classification,"F Poursafaei, GB Hamad, Z Zilic - 2020 2nd conference on …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9223304/
Electronic payment fraud detection using supervised and unsupervised learning,"LP Pracidelli, FS Lopes - Trends and Innovations in Information Systems …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-45691-7_9
Al-SPSD: Anti-leakage smart Ponzi schemes detection in blockchain,"S Fan, S Fu, H Xu, X Cheng - Information Processing & Management, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0306457321000856
Improved classification of blockchain transactions using feature engineering and ensemble learning,"C Jatoth, R Jain, U Fiore, S Chatharasupalli - Future Internet, 2021 - mdpi.com",https://www.mdpi.com/1999-5903/14/1/16
NEW AML TOOLS: ANALYZING ETHEREUM CRYPTOCURRENCY TRANSACTIONS USING A BAYESIAN CLASSIFIER,"С Лєонов, М Тумпач, Г Лоскоріх, Г Філатова… - Financial and credit …, 2024 - fkd.net.ua",https://fkd.net.ua/index.php/fkd/article/view/4500
The new ecosystem of the digital age: impact of blockchain technology on the accounting environment and financial statement fraud detection,S Müller - 2021 - search.proquest.com,https://search.proquest.com/openview/8412f438d197876997951609fc3392c0/1?pq-origsite=gscholar&cbl=2026366&diss=y
Ponzi scheme detection via oversampling-based long short-term memory for smart contracts,"L Wang, H Cheng, Z Zheng, A Yang, X Zhu - Knowledge-Based Systems, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0950705121005748
Transactional network analysis and money laundering behavior identification of central bank digital currency of China,"Z Li, Y Zhang, Q Wang, S Chen - Journal of Social Computing, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9964052/
Random forest classifier for detecting credit card fraud based on performance metrics,"MH Aung, PT Seluka, JTR Fuata… - 2020 IEEE Asia …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9411563/
Temporal transaction information-aware Ponzi scheme detection for ethereum smart contracts,"L Wang, H Cheng, Z Zheng, A Yang, M Xu - Engineering Applications of …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S095219762301206X
Graph embedding-based money laundering detection for Ethereum,"J Liu, C Yin, H Wang, X Wu, D Lan, L Zhou, C Ge - Electronics, 2023 - mdpi.com",https://www.mdpi.com/2079-9292/12/14/3180
Smart contract scams detection with topological data analysis on account interaction,"S Fan, S Fu, Y Luo, H Xu, X Zhang, M Xu - Proceedings of the 31st ACM …, 2022 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3511808.3557454
Tackling data inefficiency: Compressing the bitcoin blockchain,"A Marsalek, T Zefferer, E Fasllija… - 2019 18th IEEE …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8887331/
[HTML][HTML] Credit card fraud detection in the era of disruptive technologies: A systematic review,"A Cherif, A Badhib, H Ammar, S Alshehri… - Journal of King Saud …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1319157822004062
Blockchain abnormal transaction detection method based on weighted sampling neighborhood nodes,"A Li, Z Wang, M Yu, D Chen - 2022 3rd International …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9985815/
Application of gradient boosting algorithms for anti-money laundering in cryptocurrencies,"D Vassallo, V Vella, J Ellul - SN Computer Science, 2021 - Springer",https://link.springer.com/article/10.1007/s42979-021-00558-z
Phishing detection in blockchain transaction networks using ensemble learning,"RO Ogundokun, MO Arowolo, R Damaševičius, S Misra - Telecom, 2023 - mdpi.com",https://www.mdpi.com/2673-4001/4/2/17
Multi-channel walk embedding based ethereum phishing scam detection method,"J Li, H Li, N Cheng, W Zhang, Y Xu… - 2022 IEEE 28th …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10078011/
"Visualizing Bitcoin Using Big Data: Mempool Visualization, Visualization, Peer Visualization, Attack Visual Analysis, High-Resolution Visualization of Bitcoin Systems …","B Mallikarjuna, TV Ramana, S Kallam… - Blockchain, Big Data …, 2020 - taylorfrancis.com",https://www.taylorfrancis.com/chapters/edit/10.1201/9780429352546-7/visualizing-bitcoin-using-big-data-basetty-mallikarjuna-ramana-suresh-kallam-rizwan-patan-manikandan
[HTML][HTML] An effective fraud detection using competitive swarm optimization based deep neural network,"T Karthikeyan, M Govindarajan, V Vijayakumar - Measurement: Sensors, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2665917423001290
Ai-powered fraud detection in decentralized finance: A project life cycle perspective,"B Luo, Z Zhang, Q Wang, A Ke, S Lu, B He - arXiv preprint arXiv …, 2023 - arxiv.org",https://arxiv.org/abs/2308.15992
FraudJudger: Real-world data oriented fraud detection on digital payment platforms,"R Deng, N Ruan - arXiv preprint arXiv:1909.02398, 2019 - arxiv.org",https://arxiv.org/abs/1909.02398
"Blockchain meets network analytics: a tale of heuristics, location and fraud detection","S Trimborn, L Yu - … and Fraud Detection (December 8, 2022), 2022 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4096814
Anomaly detection in graphs of bank transactions for anti money laundering applications,"B Dumitrescu, A Băltoiu, Ş Budulan - IEEE Access, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9762926/
Impact of application of big data on cryptocurrency,"SK Sharma, RK Modanval, N Gayathri… - Cryptocurrencies …, 2020 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119621201.ch10
Real-time prediction of Bitcoin bubble crashes,"M Shu, W Zhu - Physica A: Statistical Mechanics and its Applications, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0378437120302077
[PDF][PDF] An interpretable ensemble model framework for real-time anomaly detection and prediction of Ethereum blockchain transactions,"S Hisham, M Makhtar, AA Aziz - International Journal of Advanced …, 2023 - researchgate.net",https://www.researchgate.net/profile/Sabri-Ahmad-Hisham/publication/377486941_An_interpretable_ensemble_model_framework_for_real-time_anomaly_detection_and_prediction_of_Ethereum_blockchain_transactions/links/65a92111a59bf45fc9d52ad7/An-interpretable-ensemble-model-framework-for-real-time-anomaly-detection-and-prediction-of-Ethereum-blockchain-transactions.pdf
Preventative fraud measures for cryptocurrency exchanges: mitigating the risk of cryptocurrency scams,RR Navarro - 2019 - search.proquest.com,https://search.proquest.com/openview/0f46c30d16666fd2f74d74a75df440a1/1?pq-origsite=gscholar&cbl=18750&diss=y
"Digital Assets and Blockchain: Hackable, Fraudulent, or Just Misunderstood?*","JJ Castonguay, S Stein Smith - Accounting Perspectives, 2020 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/1911-3838.12242
Scsguard: Deep scam detection for ethereum smart contracts,"H Hu, Q Bai, Y Xu - IEEE INFOCOM 2022-IEEE Conference on …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9798296/
Detecting ethereum Ponzi schemes based on improved LightGBM algorithm,"Y Zhang, W Yu, Z Li, S Raza… - IEEE Transactions on …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9479748/
Influencer detection meets network autoregression—Influential regions in the bitcoin blockchain,"S Trimborn, H Peng, Y Chen - Journal of Empirical Finance, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0927539824000641
Image-based scam detection method using an attention capsule network,"L Bian, L Zhang, K Zhao, H Wang, S Gong - IEEE Access, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9354770/
Feature Engineering for Anomaly Detection and Classification of Blockchain Transactions,"S Jeyakumar, E Yugarajah, A Charles, P Rathore… - Authorea …, 2023 - techrxiv.org",https://www.techrxiv.org/doi/full/10.36227/techrxiv.22329805.v1
Motif-aware temporal GCN for fraud detection in signed cryptocurrency trust networks,"S Li, J Zhou, C Mo, J Li, GKF Tso, Y Tian - arXiv preprint arXiv:2211.13123, 2022 - arxiv.org",https://arxiv.org/abs/2211.13123
"… Trends in Forensic Accounting: Data Analytics, Cyber Forensic Accounting, Cryptocurrencies, and Blockchain Technology for Fraud Investigation and Prevention","MZ Hossain - … , and Blockchain Technology for Fraud Investigation …, 2023 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4450488
Identifying and analyzing cryptocurrency manipulations in social media,"M Mirtaheri, S Abu-El-Haija, F Morstatter… - IEEE Transactions …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9371307/
Advanced Financial Fraud Detection Using GNN-CL Model,"Y Cheng, J Guo, S Long, Y Wu, M Sun… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.06529
Image-based scam detection method using an attention capsule network,"L Bian, L Zhang, K Zhao, H Wang, S Gong - IEEE Access, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9354770/
Motif-aware temporal GCN for fraud detection in signed cryptocurrency trust networks,"S Li, J Zhou, C Mo, J Li, GKF Tso, Y Tian - arXiv preprint arXiv:2211.13123, 2022 - arxiv.org",https://arxiv.org/abs/2211.13123
"… Trends in Forensic Accounting: Data Analytics, Cyber Forensic Accounting, Cryptocurrencies, and Blockchain Technology for Fraud Investigation and Prevention","MZ Hossain - … , and Blockchain Technology for Fraud Investigation …, 2023 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4450488
Identifying and analyzing cryptocurrency manipulations in social media,"M Mirtaheri, S Abu-El-Haija, F Morstatter… - IEEE Transactions …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9371307/
Advanced Financial Fraud Detection Using GNN-CL Model,"Y Cheng, J Guo, S Long, Y Wu, M Sun… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.06529
Detecting malicious accounts in permissionless blockchains using temporal graph properties,"R Agarwal, S Barve, SK Shukla - Applied Network Science, 2021 - Springer",https://link.springer.com/article/10.1007/s41109-020-00338-3
Topological anomaly detection in dynamic multilayer blockchain networks,"D Ofori-Boateng, IS Dominguez, C Akcora… - Machine Learning and …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-86486-6_48
Tuning machine learning models using a group search firefly algorithm for credit card fraud detection,"D Jovanovic, M Antonijevic, M Stankovic, M Zivkovic… - Mathematics, 2022 - mdpi.com",https://www.mdpi.com/2227-7390/10/13/2272
Anomaly Detection on Distributed Ledger Using Unsupervised Machine Learning,"T Adam, F Babič - 2023 IEEE International Conference on Omni …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10189278/
Preserving security of crypto transactions with machine learning methodologies,"A Kumar, I Sharma - 2023 International Conference on …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10169192/
Ethereum Fraud Detection Using Machine Learning,"M Raheem, NF Abubacker - 2023 IEEE 21st Student …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10563253/
Financial fraud detection based on machine learning: a systematic literature review,"A Ali, S Abd Razak, SH Othman, TAE Eisa… - Applied Sciences, 2022 - mdpi.com",https://www.mdpi.com/2076-3417/12/19/9637
[HTML][HTML] Combating health care fraud and abuse: Conceptualization and prototyping study of a blockchain antifraud framework,"TK Mackey, K Miyachi, D Fung, S Qian… - Journal of medical Internet …, 2020 - jmir.org",https://www.jmir.org/2020/9/e18623/
On Anomaly Detection in Graphs as Node Classification,"F Poursafaei, Z Zilic, R Rabbany - International Conference on Big Data …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-17548-0_2
A deep learning model for threat hunting in ethereum blockchain,"E Rabieinejad, A Yazdinejad… - 2021 IEEE 20th …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9724302/
AI-Driven Fraud Detection and Prevention in Decentralized Finance: A Systematic Review,"M Narayan, P Shukla, R Kanth - … Finance and the Future of Finance, 2024 - igi-global.com",https://www.igi-global.com/chapter/ai-driven-fraud-detection-and-prevention-in-decentralized-finance/355303
Bitcoin Heist Ransomware Attack Prediction Using Data Science Process,"T Sathya, N Keertika, S Shwetha… - E3S Web of …, 2023 - e3s-conferences.org",https://www.e3s-conferences.org/articles/e3sconf/abs/2023/36/e3sconf_iconnect2023_04056/e3sconf_iconnect2023_04056.html
RaKShA: A Trusted Explainable LSTM Model to Classify Fraud Patterns on Credit Card Transactions,"J Raval, P Bhattacharya, NK Jadav, S Tanwar… - Mathematics, 2023 - mdpi.com",https://www.mdpi.com/2227-7390/11/8/1901
Heterogeneous network representation learning approach for ethereum identity identification,"Y Wang, Z Liu, J Xu, W Yan - IEEE Transactions on …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9758173/
Tracking counterfeit cryptocurrency end-to-end,"B Gao, H Wang, P Xia, S Wu, Y Zhou, X Luo… - Proceedings of the ACM …, 2020 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3428335
AI-Driven Fraud Detection and Prevention in Decentralized Finance: A Systematic Review,"M Narayan, P Shukla, R Kanth - … Finance and the Future of Finance, 2024 - igi-global.com",https://www.igi-global.com/chapter/ai-driven-fraud-detection-and-prevention-in-decentralized-finance/355303
Bitcoin Heist Ransomware Attack Prediction Using Data Science Process,"T Sathya, N Keertika, S Shwetha… - E3S Web of …, 2023 - e3s-conferences.org",https://www.e3s-conferences.org/articles/e3sconf/abs/2023/36/e3sconf_iconnect2023_04056/e3sconf_iconnect2023_04056.html
[HTML][HTML] RaKShA: A Trusted Explainable LSTM Model to Classify Fraud Patterns on Credit Card Transactions,"J Raval, P Bhattacharya, NK Jadav, S Tanwar… - Mathematics, 2023 - mdpi.com",https://www.mdpi.com/2227-7390/11/8/1901
Heterogeneous network representation learning approach for ethereum identity identification,"Y Wang, Z Liu, J Xu, W Yan - IEEE Transactions on …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9758173/
Tracking counterfeit cryptocurrency end-to-end,"B Gao, H Wang, P Xia, S Wu, Y Zhou, X Luo… - Proceedings of the ACM …, 2020 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3428335
[HTML][HTML] MP-GCN: a phishing nodes detection approach via graph convolution network for ethereum,"T Yu, X Chen, Z Xu, J Xu - Applied Sciences, 2022 - mdpi.com",https://www.mdpi.com/2076-3417/12/14/7294
Trade or trick? detecting and characterizing scam tokens on uniswap decentralized exchange,"P Xia, H Wang, B Gao, W Su, Z Yu, X Luo… - Proceedings of the …, 2021 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3491051
Fraud Detection in Fintech Leveraging Machine Learning and Behavioral Analytics,HP Josyula - 2023 - researchsquare.com,https://www.researchsquare.com/article/rs-3548343/latest
A labeled transactions-based dataset on the ethereum network,"S Al-E'mari, M Anbar, Y Sanjalawe… - … Conference on Advances …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-981-33-6835-4_5
Cryptocurrency pump and dump schemes: Quantification and detection,"F Victor, T Hagemann - 2019 International Conference on Data …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8955594/
Old frauds with a new sauce: digital assets and space transition,"D Dupuis, D Smith, K Gleason - Journal of Financial Crime, 2023 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/JFC-11-2021-0242/full/html
Credit Card Fraud Detection Based on Machine Learning Classification Algorithm,"BM Naman, AM Abdulazeez - The Indonesian Journal of Computer Science, 2024 - ijcs.net",http://ijcs.net/ijcs/index.php/ijcs/article/view/3996
SoK: The next phase of identifying illicit activity in Bitcoin,"J Nicholls, A Kuppa, NA Le-Khac - … and Cryptocurrency (ICBC), 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10174963/
Attacking Bitcoin anonymity: generative adversarial networks for improving Bitcoin entity classification,"F Zola, L Segurola-Gil, JL Bruse, M Galar… - Applied …, 2022 - Springer",https://link.springer.com/article/10.1007/s10489-022-03378-7
A time-frequency based suspicious activity detection for anti-money laundering,"UG Ketenci, T Kurt, S Önal, C Erbil, S Aktürkoǧlu… - IEEE …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9399421/
Anomaly detection as a service: an outsourced anomaly detection scheme for blockchain in a privacy-preserving manner,"Y Song, F Wei, K Zhu, Y Zhu - … Transactions on Network and …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9920230/
Mining process in cryptocurrency using blockchain technology: Bitcoin as a case study,"AA Aljabr, A Sharma, K Kumar - Journal of Computational and …, 2019 - ingentaconnect.com",https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/00000010/art00033
Graph learning-based blockchain phishing account detection with a heterogeneous transaction graph,"J Kim, S Lee, Y Kim, S Ahn, S Cho - Sensors, 2023 - mdpi.com",https://www.mdpi.com/1424-8220/23/1/463
Bchainguard: a new framework for cyberthreats detection in blockchain using machine learning,"S Aladhadh, H Alwabli, T Moulahi, M Al Asqah - Applied Sciences, 2022 - mdpi.com",https://www.mdpi.com/2076-3417/12/23/12026
A novel spatiotemporal prediction approach based on graph convolution neural networks and long short-term memory for money laundering fraud,"P Xia, Z Ni, H Xiao, X Zhu, P Peng - Arabian Journal for Science and …, 2022 - Springer",https://link.springer.com/article/10.1007/s13369-021-06116-2
Hide and seek: An adversarial hiding approach against phishing detection on ethereum,"H Wen, J Fang, J Wu, Z Zheng - IEEE Transactions on …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9893742/
Fraud Detection and Prevention in Blockchain Systems Using Machine Learning,"BY Kasula - International Meridian Journal, 2020 - meridianjournal.in",https://meridianjournal.in/index.php/IMJ/article/view/22
Revisiting transactional statistics of high-scalability blockchains,"D Perez, J Xu, B Livshits - … of the ACM Internet Measurement Conference, 2020 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3419394.3423628
Trustable and automated machine learning running with blockchain and its applications,"T Wang, X Wu, T He - arXiv preprint arXiv:1908.05725, 2019 - arxiv.org",https://arxiv.org/abs/1908.05725
[HTML][HTML] A Survey on Pump and Dump Detection in the Cryptocurrency Market Using Machine Learning,"MJ Rajaei, QH Mahmoud - Future Internet, 2023 - mdpi.com",https://www.mdpi.com/1999-5903/15/8/267
Understanding (mis) behavior on the eosio blockchain,"Y Huang, H Wang, L Wu, G Tyson, X Luo… - Proceedings of the …, 2020 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3392155
Conning the Crypto Conman: End-to-End Analysis of Cryptocurrency-based Technical Support Scams,"B Acharya, M Saad, AE Cinà, L Schönherr… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2401.09824
[PDF][PDF] Semantic Graph Analysis to Combat Cryptocurrency Misinformation on the Web.,"D Kazenoff, O Seneviratne, DL McGuinness - ASLD@ ISWC, 2020 - academia.edu",https://www.academia.edu/download/78381149/semiform2020-paper-3.pdf
Address clustering heuristics for Ethereum,"F Victor - Financial Cryptography and Data Security: 24th …, 2020 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-51280-4_33
The doge of wall street: Analysis and detection of pump and dump cryptocurrency manipulations,"M La Morgia, A Mei, F Sassi, J Stefa - ACM Transactions on Internet …, 2023 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3561300
Data Analysis with Blockchain Technology: A Review,"G Mahalaxmi, TAS Srinivas - IUP Journal of Information …, 2022 - search.proquest.com",https://search.proquest.com/openview/4b135e0de1e72b8cf99d0f477493ebec/1?pq-origsite=gscholar&cbl=2029987
[PDF][PDF] Semi-supervised method to detect fraudulent transactions and identify fraud types while minimizing mounting costs,"H Chergui, A Lylia, C Nadine, C Nicolas - International journal of …, 2023 - hal.science",https://hal.science/hal-04209615/document
A survey on Ethereum illicit detection,"M Li - International Conference on Artificial Intelligence and …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-06791-4_18
Recognize Illegal Transactions in the Bitcoin Network Using Graph Attention with DIKW,"H Zheng, B Wen, Y Li - 2021 IEEE 23rd Int Conf on High …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9780924/
A self-adaptive deep learning-based algorithm for predictive analysis of bitcoin price,"N Jagannath, T Barbulescu, KM Sallam, I Elgendi… - IEEE …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9359745/
[HTML][HTML] Detection of Ponzi scheme on Ethereum using machine learning algorithms,"IJ Onu, AE Omolara, M Alawida, OI Abiodun… - Scientific Reports, 2023 - nature.com",https://www.nature.com/articles/s41598-023-45275-0
Neural network based approach for Ethereum fraud detection,"M Dahiya, N Mishra, R Singh - 2023 4th International …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10166745/
"Bitcoin and its energy usage: Existing approaches, important opinions, current trends, and future challenges","U Mir - KSII Transactions on Internet and Information Systems …, 2020 - koreascience.kr",https://koreascience.kr/article/JAKO202026061057938.page
Cryptocurrency fraud schemes analysis,"I Astrakhantseva, R Astrakhantsev… - SHS web of …, 2021 - shs-conferences.org",https://www.shs-conferences.org/articles/shsconf/abs/2021/17/shsconf_mtde2021_02001/shsconf_mtde2021_02001.html
